"schema"|"uuid"|"id"|"gmd:title"|"gmd:abstract"|"link_download"|"link_service_esri"|"link_information"|"link_service_wms"|"link_no_protocol"
"iso19139"|"b7cfeac5-eda0-419d-82e1-331e8cfb3901"|"1895"|"Public Land Survey System (PLSS) Boundaries: Illinois, 2003"|"This data set contains Illinois Public Land Survey System (PLSS) boundaries and designations in line and polygon feature classes. THESE DATA HAVE POSITIONAL INACCURACY OF UP TO 600 FEET IN SOME AREAS OF THE STATE. THEY ARE NOT TO BE USED AT SCALES GREATER THAN 1:62,500. THE DATA ARE NOT APPROPRIATE AS A GEODETIC, LEGAL OR ENGINEERING BASE. The polygon attribute data include meridian, township, range, section and county number (FIPS) designations. The line attributes indicate line type, including the state line, county lines, township and range lines, section lines, Indian treaty boundaries, base lines, principal meridians, and boundaries between areas mapped from different principal meridians. The nominal scale is 1:62,500. As of 2003, the data are typically distributed in geographic coordinates (longitude and latitude), decimal degrees, and the North American Datum (NAD) of 1983, and this is the default spatial reference of the ArcSDE feature dataset in which the data are stored. The data were originally developed, however, in a custom Lambert Conformal Conic projection and were distributed in that coordinate system for several years. The data were digitized in the late 1960s, early 1970s, and in 1984-85 from 7.5- and 15-minute USGS topographic quadrangles. Errors in the location of a given feature are dependent on the accuracy of the original maps and on the accuracy of digitizing. Estimates are that features have an average locational error of approximately plus/minus 100 feet. Some areas of the state have a locational error of approximately 600 feet. In areas of French colonization land grants, where PLSS sections were not actually surveyed, sections and section lines have been added (estimated). A graphic overview of the township and range system in Illinois is included in the file c451.pdf"|"https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Reference/zips/IL_PLSS_Sections.zip"|""|"https://clearinghouse.isgs.illinois.edu/data/reference/illinois-public-land-survey-system-plss-boundaries"|""|""|
"iso19139"|"7a71277f-07cb-4b6c-b37e-526aa6408a78"|"79115"|"City Owned Land: Ann Arbor, Michigan"|"Polygon parcels of land owned by the City of Ann Arbor near or in the City Boundary."|"http://data.a2gov.org/feeds/GIS/AA%20City%20Owned%20Land/AA_City_Owned_Land.zip"|""|"http://www.a2gov.org/services/data/Pages/default.aspx"|""|""|
"iso19139"|"da3803d2-93e7-4a66-958c-70e040d1933b"|"79116"|"Floodplain: Ann Arbor, Michigan"|"That portion of the river valley, adjacent to the channel, which is built of sediments deposited during the present geological / climatic regime. Based on statistically derived hydrologic recurrence intervals, a portion of the land adjacent to the watercourse experiences bank full overflow during flood stage episodes. created by the City of Ann Arbor Systems Planning using FEMA data. Is now being updated by Systems Planning using newest FEMA data."|"http://data.a2gov.org/feeds/GIS/AA%20Floodplain/AA_Floodplain.zip"|""|"http://www.a2gov.org/services/data/Pages/default.aspx"|""|""|
"iso19139"|"6e449102-f7ca-4c21-85c4-9a058608d65e"|"53651"|"CIR Orthoimages State Plane: Lancaster County, PA, 2011"|"Color InfraRed (CIR) Orthoimages State Plane for Lancaster County, Pennsylvania 2012"|"http://www.pasda.psu.edu/uci/LancasterAgreement.asp?File=http://www.pasda.psu.edu/data/lancasterimagery2012/SPCS/CIR"|"http://data1.commons.psu.edu/ArcGIS/rest/services/pasda/LancasterCountyImagery2012/MapServer"|"http://www.pasda.psu.edu/uci/MetadataDisplay.aspx?entry=PASDA&file=LancasterCountyImageryCIR.xml&dataset=1295"|""|""|
"iso19139"|"5c5f5481-2afa-4bff-a46c-b0f71da2248e"|"79118"|"Streetlights: Ann Arbor, Michigan"|"Locations of streetlights and their attributes for the city of Ann Arbor."|"http://data.a2gov.org/feeds/GIS/AA%20Streetlights/AA_Streetlights.zip"|""|"http://www.a2gov.org/services/data/Pages/default.aspx"|""|""|
"iso19139"|"7658130a-e4da-4eb2-9f5e-a5e1b8b92a91"|"79119"|"City Boundary: Ann Arbor, Michigan, 2015"|"Polygons defining the boundary of The City of Ann Arbor."|"http://data.a2gov.org/feeds/GIS/AA%20City%20Boundary/AA_City_Boundary.zip"|""|"http://www.a2gov.org/services/data/Pages/default.aspx"|""|""|
"iso19139"|"125cdb3a-c7c7-4f5a-b22c-8e8ec62c37c3"|"55555"|"University-Owned Properties: Ann Arbor, Michigan, 2016"|"Polygon parcels of land owned by a University or College."|"http://data.a2gov.org/feeds/GIS/AA%20University/AA_University.zip"|""|"http://www.a2gov.org/services/data/Pages/default.aspx"|""|""|
"iso19139"|"4b33eaf6-7a7a-4336-bce6-1c070ca1baf5"|"55554"|"AATA Bus Stops: Ann Arbor, Michigan"|"Ann Arbor Area Transportation Authority Bus Stops"|"http://data.a2gov.org/feeds/GIS/AATA%20BusStops/AATABusStops.zip"|""|"http://www.a2gov.org/services/data/Pages/default.aspx"|""|""|
"iso19139"|"a29ddf2b-b3a9-497c-adda-75ce563568df"|"55553"|"Wards and Precincts: Ann Arbor, Michigan, 2016"|"Polygons of the City of Ann Arbor Voting Precincts."|"http://data.a2gov.org/feeds/GIS/AA%20Wards%20and%20Precincts/AA_Wards_and_Precincts.zip"|""|"http://www.a2gov.org/services/data/Pages/default.aspx"|""|""|
"iso19139"|"c5490857-cba0-4008-b63a-8fca79968525"|"79129"|"Polling Locations: Ann Arbor, Michigan, 2015"|"Points depicting the location of all polling places for the City of Ann Arbor. Includes the polling place address, building name, the precint that votes there."|"http://data.a2gov.org/feeds/GIS/AA%20Polling%20Locations/AA_Polling_Locations.zip"|""|"http://www.a2gov.org/services/data/Pages/default.aspx"|""|""|
"iso19139"|"37d096b7-703d-43a5-8bfd-3246294ac22a"|"79128"|"Schools: Ann Arbor, Michigan"|"School (K-12) properties throughout the City updated whenever new schools are added."|"http://data.a2gov.org/feeds/GIS/AA%20Schools/AA_Schools.zip"|""|"http://www.a2gov.org/services/data/Pages/default.aspx"|""|""|
"iso19139"|"ef057909-33b9-4b55-8374-0dd7644b5eb0"|"464311"|"Children, Ages 5 to 17, from Families in Poverty: Indiana, 2012"|"CHILDREN_POVERTY_2012_USCB_IN.SHP is a polygon shapefile showing 2012 census data showing percentages of children in poverty for each 2012-2013 school district within Indiana. Poverty data were provided by personnel of the Indiana Business Research Center (Rachel Strange, Geodemographic Analyst, Managing Editor, IBRC), which were obtained from the Web page of the U. S. Department of Commerce, U. S. Census Bureau, titled \"Small Area Income and Poverty Estimates,\" . Discussion of these data, which are estimates produced under the Census Bureau\'s Small Area Income and Poverty Estimates (SAIPE) program, are provided at . The following is excerpted from metata of the U.S. Census Bureau (2012-2013 School Districts) and also from the Web page of the SAIPE program ( http://www.census.gov/did/www/saipe/downloads/sd13/README.txt ) : \"School Districts are single-purpose administrative units within which local officials provide public educational services for the area\'s residents. The Census Bureau obtains school district boundaries, names, local education agency codes, grade ranges, and school district levels biennially from state school officials. The Census Bureau collects this information for the primary purpose of providing the U.S. Department of Education with annual estimates of the number of children in poverty within each school district, county, and state. This information serves as the basis for the Department of Education to determine the annual allocation of Title I funding to states and school districts. \"The 2013 TIGER/Line Shapefiles include separate shapefiles for elementary, secondary, and unified school districts. The 2013 shapefiles contain information from the 2012-2013 school year. The 2012-2013 school districts represent districts in operation as of January 1, 2013. \"The elementary school districts provide education to the lower grade/age levels and the secondary school districts provide education to the upper grade/age levels. The unified school districts are districts that provide education to children of all school ages. In general, where there is a unified school district, no elementary or secondary school district exists (see exceptions described below), and where there is an elementary school district the secondary school district may or may not exist (see explanation below). \"The U.S. Census Bureau\'s Small Area Income and Poverty Estimates (SAIPE) program provides annual estimates of income and poverty statistics for all school districts, counties, and states. The main objective of this program is to provide estimates of income and poverty for the administration of federal programs and the allocation of federal funds to local jurisdictions. In addition to these federal programs, state and local programs use the income and poverty estimates for distributing funds and managing programs. \"The SAIPE program produces the following county and state estimates: Total number of people in poverty. Number of childer under age 5 in poevery (for states only). •number of related children ages 5 to 17 in families in poverty. Number of children under age 18 in poverty. Median household income.\""|"http://maps.indiana.edu/download/Demographics/Population_Children_Poverty_2012.zip"|"http://maps.indiana.edu/arcgis/rest/services/Demographics/Population_Children_Poverty_2012/MapServer/0"|"http://maps.indiana.edu/layerGallery.html?category=Population"|""|""|
"iso19139"|"4a1996e9-17a3-4a60-8a1e-16e8cfb23418"|"464308"|"Children, Ages 5 to 17, from Families in Poverty: Indiana, 2000"|"Data regarding children (ages 5 to 17) from families in poverty in Indiana in 2004, tabulated by school district, were obtained from a Web page of the U.S. Census Bureau. These data, which are estimates produced under the Census Bureau\'s Small Area Income and Poverty Estimates (SAIPE) program, were then incorporated into a preexisting shapefile showing school districts in Indiana, as of 2000. Data that were obtained for each school district included total population of each district, population of relevant children (ages 5 to 17), and number of children from families in poverty. A new field, giving the percentage of children in each district that are from families in poverty, was calculated by dividing the number of children in poverty by the population of relevant children. The SAIPE data were produced for school districts as they existed in 2005-2006. It was not possible to find a boundary file for school districts in those years, so a boundary file for 2000 was used. In a few areas, it was not possible to match the SAIPE data with the 2000 school-district boundaries. This is presumably the result of changes (such as mergers or divisions) of school districts between 2000 and 2006. Regarding the preexisting shapefile showing school districts, the following is excerpted from an online document produced by the U.S. Census Bureau pertaining to unified school districts (found at http://www.census.gov/geo/www/cob/sd_metadata.html): \"School districts are geographic entities within which state, county, or local officials provide public educational services for the area\'s residents. The U.S. Census Bureau obtains the boundaries and names for school districts from state officials. The U.S. Census Bureau first provided data for school districts in the 1970 census. For Census 2000, the U.S. Census Bureau tabulated data for three types of school districts: elementary, secondary, and unified. \"Each school district is assigned a five-digit code that is unique within state. School district codes are assigned by the Department of Education and are not necessarily in alphabetical order by school district name.\""|"http://maps.indiana.edu/download/Demographics/Population_Children_Poverty.zip"|"http://maps.indiana.edu/arcgis/rest/services/Demographics/Population_Children_Poverty/MapServer/0"|"http://maps.indiana.edu/layerGallery.html?category=Population"|""|""|
"iso19139"|"999959a0-c776-42a3-a493-db0da8e366d5"|"79130"|"Trees: Ann Arbor, Michigan, 2009"|"This dataset depicts the point locations of street and park trees, along with stumps and vacant planting sites. Davey Resource Group performed a public tree inventory for the City of Ann Arbor from February-April, 2009. Data concerning these trees have been collected and analyzed, providing information about species composition, condition, and maintenance requirements."|"http://data.a2gov.org/feeds/GIS/Trees/a2trees.zip"|""|"http://www.a2gov.org/services/data/Pages/default.aspx"|""|""|
"iso19139"|"6de39582-0f62-4e7f-8c8d-edbca2ba971b"|"79132"|"Voting Precincts: Ann Arbor, Michigan"|"Polygons of the City of Ann Arbor Voting Precincts."|"http://data.a2gov.org/feeds/GIS/AA%20Wards%20and%20Precincts/AA_Wards_and_Precincts.zip"|""|"http://www.a2gov.org/services/data/Pages/default.aspx"|""|""|
"iso19139"|"6e6fed49d9c742e3aa138201ab512f60"|"48269"|"Index: Allegheny County, 2000"|"Derived from original MAPINDX: Map Index Sheets from Block and Lot Grid of Property Assessment and based on aerial photography, showing 1983 datum with solid line and NAD 27 with 5\" grid tics and italicized grid coordinate markers and outlines of map sheet boundaries. Each grid square is 3500 x 4500 feet. Each Index Sheet contains 16 lot/block sheets, labeled from left to right, top to bottom (4 across, 4 down): A, B, C, D, E, F, G, H, J, K, L, M, N, P, R, S. The first (4) numeric characters in a parcelID indicate the Index sheet in which the parcel can be found, the alpha character identifies the block in which most (or all) of the property lies."|"http://www.pasda.psu.edu/data/alleghenycounty/AlleghenyCounty_Index2000.zip"|""|"http://www.pasda.psu.edu/uci/MetadataDisplay.aspx?entry=PASDA&file=AlleghenyCounty_Index2000.xml&dataset=1206"|""|""|
"iso19139"|"5d19089b-a9f2-4eb8-815f-f134df0b60f8"|"79121"|"Historic Districts: Ann Arbor, Michigan"|"Polygon defining the boundary of all registered City Historical Districts."|"http://data.a2gov.org/feeds/GIS/AA%20Historic%20Districts/AA_Historic_Districts.zip"|""|"http://www.a2gov.org/services/data/Pages/default.aspx"|""|""|
"iso19139"|"6e7ba9e8-12d6-43f1-974f-c78fa66c5919"|"55575"|"Catchbasins: Ann Arbor, Michigan"|"Locations of catchbasins in the city of Ann Arbor."|"http://data.a2gov.org/feeds/GIS/Catchbasins/A2Catchbasins.zip"|""|"http://www.a2gov.org/services/data/Pages/default.aspx"|""|""|
"iso19139"|"8ec522f3-7dd2-467e-b68a-449744f6f217"|"464316"|"Age Median: Indiana, 2000"|"Census_Blockgroups_TIGER00_IN contains locations for all Indiana blockgroups identified by the US Bureau of the Census. Data is from U.S. Department of Commerce, U.S. Census Bureau, Census 2000 Tiger Line Files and SF1 tables."|"http://maps.indiana.edu/download/Demographics/Population_Age_Median.zip"|"http://maps.indiana.edu/arcgis/rest/services/Demographics/Population_Age_Median/MapServer/0"|"http://maps.indiana.edu/layerGallery.html?category=Population"|""|""|
"iso19139"|"1dabfdf8-7a53-40e3-960d-85fc5a3ab519"|"79123"|"Current Land Use: Ann Arbor, Michigan, 2015"|"Polygons showing the current Land Use information for the City of Ann Arbor."|"http://data.a2gov.org/feeds/GIS/AA%20City%20Owned%20Land/AA_City_Owned_Land.zip"|""|"http://www.a2gov.org/services/data/Pages/default.aspx"|""|""|
"iso19139"|"08d6c9bc-ecc1-450b-90e2-12ca20cd5bee"|"464317"|"Historical Changes of Population Densities: Indiana, 1890 - 2000"|"Historical census data for minor civil divisions (also known as \"civil townships\") in Indiana were provided by personnel of the Indiana Business Research Center to personnel of the Indiana Geological Survey (IGS). The data were joined by personnel of IGS to a shapefile of minor civil divisions. The historical census data consisted of population statistics from 1890 to 2000. The boundaries of civil townships are not believed to have changed greatly during the past 110 years. Using these data, personnel of the IGS calculated population density for each civil township during census years and changes of density for each decadal period."|"http://maps.indiana.edu/download/Demographics/Population_Change_1890_2000.zip"|"http://maps.indiana.edu/arcgis/rest/services/Demographics/Population_Change_1890_2000/MapServer/0"|"http://maps.indiana.edu/layerGallery.html?category=Population"|""|""|
"iso19139"|"7a818736-063d-4be6-b8ac-fbcdb3466bc3"|"79122"|"Greenbelt Boundary: Ann Arbor, Michigan, 2016"|"Boundary of The City of Ann Arbor Greenbelt as part of the Open Space and Parkland Preservation Millage of 2004. Updated as requested by the Greenbelt Advisory Commission."|"http://data.a2gov.org/feeds/GIS/AA%20Greenbelt%20Boundary/AA_Greenbelt_Boundary.zip"|""|"http://www.a2gov.org/services/data/Pages/default.aspx"|""|""|
"iso19139"|"ed3c71a1-3103-4874-85b1-a8b6846a50da"|"79125"|"Future Land Use: Ann Arbor, Michigan"|"Future land use designations as defined by the collective City Area plans."|"http://data.a2gov.org/feeds/GIS/AA%20Future%20LandUse/AA_Future_LandUse.zip"|""|"http://data.a2gov.org/feeds/GIS/AA%20Future%20LandUse/AA_Future_LandUse.zip"|""|""|
"iso19139"|"41e42684-fca2-40ec-8c74-b6d088e3740c"|"464314"|"Children, Ages 5 to 17, from Families in Poverty: Indiana, 2011"|"CHILDREN_POVERTY_2011_USCB_IN.SHP is a polygon shapefile of 2011 unified school districts in Indiana. It also contains 2011 census data showing percentages of children in poverty for each school district for the state of Indiana. Poverty data were provided by personnel of the Indiana Business Research Center (Rachel Strange, Geodemographic Analyst, Managing Editor, IBRC), which were obtained from the Web page of the U. S. Department of Commerce, U. S. Census Bureau, titled \"Small Area Income and Poverty Estimates,\" . Discussion of these data, which are estimates produced under the Census Bureau\'s Small Area Income and Poverty Estimates (SAIPE) program, are provided at . The following is excerpted from an Adobe Acrobat PDF document named \"TGRSHP2011_TECHDOC.PDF (U.S. Census Bureau) and also from the Web page of the SAIPE program: \"School Districts are single-purpose administrative units within which local officials provide public educational services for the area\'s residents. The Census Bureau obtains school district boundaries, names, local education agency codes, grade ranges, and school district levels biennially from state school officials. The Census Bureau collects this information for the primary purpose of providing the U.S. Department of Education with annual estimates of the number of children in poverty within each school district, county, and state. This information serves as the basis for the Department of Education to determine the annual allocation of Title I funding to states and school districts. \"The 2011 TIGER/Line Shapefiles include separate shapefiles for elementary, secondary, and unified school districts. The 2011 shapefiles contain information from the 2009-2010 school year. The 2009-2010 school districts represent districts in operation as of January 1, 2010. \"The elementary school districts provide education to the lower grade/age levels and the secondary school districts provide education to the upper grade/age levels. The unified school districts are districts that provide education to children of all school ages. In general, where there is a unified school district, no elementary or secondary school district exists (see exceptions described below), and where there is an elementary school district the secondary school district may or may not exist (see explanation below). \"The U.S. Census Bureau\'s Small Area Income and Poverty Estimates (SAIPE) program provides annual estimates of income and poverty statistics for all school districts, counties, and states. The main objective of this program is to provide estimates of income and poverty for the administration of federal programs and the allocation of federal funds to local jurisdictions. In addition to these federal programs, state and local programs use the income and poverty estimates for distributing funds and managing programs. \"The SAIPE program produces the following county and state estimates: Total number of people in poverty. Number of childer under age 5 in poevery (for states only). •number of related children ages 5 to 17 in families in poverty. Number of children under age 18 in poverty. Median household income.\""|"http://maps.indiana.edu/download/Demographics/Population_Children_Poverty_2011.zip"|"http://maps.indiana.edu/arcgis/rest/services/Demographics/Population_Children_Poverty_2011/MapServer/0"|""|""|""|
"iso19139"|"bac1a5d1-94d4-4776-a4fd-428186569181"|"464315"|"Historical Populations and Population Densities of Minor Civil Divisions: Indiana, 1890 - 2000"|"Historical census data for minor civil divisions (also known as \"civil townships\") in Indiana were provided by personnel of the Indiana Business Research Center to personnel of the Indiana Geological Survey (IGS). The data were joined by personnel of IGS to a shapefile of minor civil divisions. The historical census data consisted of population statistics from 1890 to 2000. The boundaries of civil townships are not believed to have changed greatly during the past 110 years. Using these data, personnel of the IGS calculated population density for each civil township during census years."|"http://maps.indiana.edu/download/Demographics/Population_Census_Data_Historical.zip"|"http://maps.indiana.edu/arcgis/rest/services/Demographics/Population_Census_Data_Historical/MapServer/0"|"http://maps.indiana.edu/layerGallery.html?category=Population"|""|""|
"iso19139"|"2fa8c1b3-3e2e-4947-be7e-0204ac66a8f1"|"79124"|"Greenbelt Properties: Ann Arbor, Michigan, 2014"|"Polygon properties preserved under the Open Space and Parkland Preservation Millage of 2003."|"http://data.a2gov.org/feeds/GIS/AA%20Greenbelt%20Properties/AA_Greenbelt_Properties.zip"|""|"http://www.a2gov.org/services/data/Pages/default.aspx"|""|""|
"iso19139"|"d5bc35ec-0ae3-4b64-a0b1-7e500c7358e4"|"172027"|"Counties Census Data: Indiana, 2000"|"Census_County_TIGER00_IN contains locations for all Indiana counties and contains census data for each county. Data is from U.S. Department of Commerce, U.S. Census Bureau, Census 2000 SF1 tables."|"http://maps.indiana.edu/download/Demographics/Census_Counties.zip"|""|"http://maps.indiana.edu/layerGallery.html?category=Census"|"http://maps.indiana.edu/arcgis/rest/services/Demographics/Census_Counties/MapServer/0"|""|
"iso19139"|"d8d1548f-4a56-49ce-bbcc-423432f83806"|"1896"|"Index of USGS 7.5-Minute Quadrangle Map Series for Illinois (NAD83)"|"This feature class contains polygon data that describe ideal USGS 7.5-minute quadrangles that intersect the state of Illinois. The attribute data include quadrangle name and index number. Each boundary line is composed of segments that are 18 arc-seconds in length. To provide some reference, there are 25 such segments in a line 7.5 minutes long. These vertices are included so that on reprojection of the data into a different coordinate system the quadrangle boundaries will \"curve\" to maintain a realistic representation of quadrangle shape in relation to real world coordinates. The data were generated as a mathematical construct, independent of ground condition. That is, they were generated from a digital file of decimal degree locations for each quadrangle corner, using the ArcInfo Workstation GENERATE command. Thus quadrangle corners are exact within ideal geographic decimal degree NAD83 coordinate space. The nominal scale is 1:24,000. However, these data are in fact scale-less because they are a mathematical construct independent of ground condition. The spatial reference is the Geographic Coordinate System, decimal degrees, NAD83."|"https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Reference/zips/IL_PLSS_Sections.zip"|""|"https://clearinghouse.isgs.illinois.edu/data/reference/illinois-public-land-survey-system-plss-boundaries"|""|""|
"iso19139"|"f886ecf4-8db7-4008-86a9-be05edc4d602"|"1897"|"Major Bedrock Aquifers at Depths Greater Than 500 Feet Below Ground Surface: Illinois, 1993"|"This map shows the distribution of major bedrock aquifer units at depths greater than 500 feet below ground surface in Illinois. Major aquifers are capable of yielding 70 gallons of water per minute. The data are sub-divided into (1) aquifers yielding potable water (containing less than 2,500 milligrams per liter of total dissolved solids), (2) aquifers yielding water containing from 2,500 to 10,000 milligrams per liter of total dissolved solids, and (3) aquifers yielding water containing greater than 10,000 milligrams per liter of total dissolved solids. The map indicates that groundwater quality within deep major bedrock aquifers degrades from northwest to southeast in the northern portion of Illinois. This degradation in water quality is due to the regional inclination of geological units toward the center of the Illinois Basin in southeastern Illinois. Stratigraphic units considered to be major bedrock aquifers are: Hunton Limestone Megagroup Ancell Group Prairie du Chien Group Ironton-Galesville Sandstone Elmhurst-Mt. Simon Sandstone The scale of these data is 1:500,000."|"https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Hydrology/zips/IL_Major_Aquifers.zip"|""|"https://clearinghouse.isgs.illinois.edu/data/hydrology/major-aquifers"|""|""|
"iso19139"|"9527c202-5849-4159-8c9f-ba2e1d416bd2"|"1898"|"Public Land Survey System Sections, Line: Illinois, 2003"|"This data set contains Illinois Public Land Survey System (PLSS) boundaries and designations in line feature classes. THESE DATA HAVE POSITIONAL INACCURACY OF UP TO 600 FEET IN SOME AREAS OF THE STATE. THEY ARE NOT TO BE USED AT SCALES GREATER THAN 1:62,500. THE DATA ARE NOT APPROPRIATE AS A GEODETIC, LEGAL OR ENGINEERING BASE. The line attributes indicate line type, including the state line, county lines, township and range lines, section lines, Indian treaty boundaries, base lines, principal meridians, and boundaries between areas mapped from different principal meridians. The nominal scale is 1:62,500. As of 2003, the data are typically distributed in geographic coordinates (longitude and latitude), decimal degrees, and the North American Datum (NAD) of 1983, and this is the default spatial reference of the ArcSDE feature dataset in which the data are stored. The data were originally developed, however, in a custom Lambert Conformal Conic projection and were distributed in that coordinate system for several years. The data were digitized in the late 1960s, early 1970s, and in 1984-85 from 7.5- and 15-minute USGS topographic quadrangles. Errors in the location of a given feature are dependent on the accuracy of the original maps and on the accuracy of digitizing. Estimates are that features have an average locational error of approximately plus/minus 100 feet. Some areas of the state have a locational error of approximately 600 feet. In areas of French colonization land grants, where PLSS sections were not actually surveyed, sections and section lines have been added (estimated). A graphic overview of the township and range system in Illinois is included in the file c451.pdf"|"https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Reference/zips/IL_PLSS_Sections.zip"|""|"https://clearinghouse.isgs.illinois.edu/data/reference/illinois-public-land-survey-system-plss-boundaries"|""|""|
"iso19139"|"f80f5056-77f6-4ab3-a60d-fec1bb13c79d"|"1900"|"Major Sand and Gravel Aquifers: Illinois, 1995"|"This map shows the distribution of major sand and gravel aquifers at any depth in Illinois. Generally, the tops of such aquifers lie within 300 feet of the surface and the bases occur within 500 feet. Major aquifers are defined as geologic units capable of yielding 70 gallons of potable water per minute. Potable water is defined as containing less than 2,500 milligram per liter total dissolved solids. Major sand and gravel aquifers are generally Quaternary deposits found within pre-glacial bedrock valleys or along modern streams and rivers. They are commonly separated from shallower aquifers by layers of less permeable till or fine-grained lacustrine deposits. The scale of these data is 1:500,000."|"https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Hydrology/zips/IL_Major_Aquifers.zip"|""|"https://clearinghouse.isgs.illinois.edu/data/hydrology/major-aquifers"|""|""|
"iso19139"|"c5a98187-1aca-4395-9d77-220b9943add9"|"1901"|"Major Bedrock Aquifers Within 300 Feet of Ground Surface: Illinois, 1993"|"This map shows the distribution of major bedrock aquifer units within 300 feet of ground surface in Illinois. Major aquifers are capable of yielding 70 gallons of water per minute. Potable water contains less than 2,500 milligrams per liter of total dissolved solids. Bedrock aquifers within 300 feet of ground surface cover most of northern Illinois and are commonly overlain only by thin layers of less permeable silts and clays. Many are directly overlain by shallow or major sand and gravel aquifers allowing direct hydrologic communication with shallower aquifer systems. Stratigraphic units considered to be major bedrock aquifers are: Hunton Limestone Megagroup Ancell Group Prairie du Chien Group Ironton-Galesville Sandstone Elmhurst-Mt. Simon Sandstone The scale of these data is 1:500,000."|"https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Hydrology/zips/IL_Major_Aquifers.zip"|""|"https://clearinghouse.isgs.illinois.edu/data/hydrology/major-aquifers"|""|""|
"iso19139"|"793b2ad3-0ef9-45d9-bbfe-bee8ffedac25"|"1903"|"Public Land Survey System Sections, Polygon: Illinois, 2003"|"This data set contains Illinois Public Land Survey System (PLSS) boundaries and designations in polygon feature classes. THESE DATA HAVE POSITIONAL INACCURACY OF UP TO 600 FEET IN SOME AREAS OF THE STATE. THEY ARE NOT TO BE USED AT SCALES GREATER THAN 1:62,500. THE DATA ARE NOT APPROPRIATE AS A GEODETIC, LEGAL OR ENGINEERING BASE. The polygon attribute data include meridian, township, range, section and county number (FIPS) designations.  The nominal scale is 1:62,500. As of 2003, the data are typically distributed in geographic coordinates (longitude and latitude), decimal degrees, and the North American Datum (NAD) of 1983, and this is the default spatial reference of the ArcSDE feature dataset in which the data are stored. The data were originally developed, however, in a custom Lambert Conformal Conic projection and were distributed in that coordinate system for several years. The data were digitized in the late 1960s, early 1970s, and in 1984-85 from 7.5- and 15-minute USGS topographic quadrangles. Errors in the location of a given feature are dependent on the accuracy of the original maps and on the accuracy of digitizing. Estimates are that features have an average locational error of approximately plus/minus 100 feet. Some areas of the state have a locational error of approximately 600 feet. In areas of French colonization land grants, where PLSS sections were not actually surveyed, sections and section lines have been added (estimated). A graphic overview of the township and range system in Illinois is included in the file c451.pdf"|"https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Reference/zips/IL_PLSS_Sections.zip"|""|"https://clearinghouse.isgs.illinois.edu/data/reference/illinois-public-land-survey-system-plss-boundaries"|""|""|
"iso19139"|"http://gis.hennepin.opendata.arcgis.com/datasets/7975aabf6e1e42998a40a4b085ffefdf_1"|"794"|"County Parcels"|"The County parcels dataset contains polygons representing individual taxed parcels or individual tax-exempt parcels tracked for taxing purposes. It also contains polygons representing the locations of multiple tax properties (multi-PID parcels). It is the combination of the parcel base dataset and the multiple parcel base dataset with attributes from a monthly extract of the property tax information system. The PID field contains the property ID number for each parcel. In the case of multiple tax properties, several parcel polygons may be stacked on top of one another. These are multiple tax parcels that cannot be delineated on a two-dimensional map, including both taxed and tax-exempt parcels. The parcels are represented with identical geometries but have different parcel IDs and associated tax attributes. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/County%20Tax%20Parcels.pdf Data updated: monthly Use Limitations: This data (i) is furnished \\"AS IS\\" with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data. General questions about this dataset, including errors, omissions, corrections and/or updates should be directed to the Survey Division, Resident and Real Estate Services Department, Hennepin County at 612-348-3131."|"http://gis.hennepin.opendata.arcgis.com/datasets/7975aabf6e1e42998a40a4b085ffefdf_1.zip"|"http://gis.hennepin.us/arcgis/rest/services/HennepinData/LAND_PROPERTY/MapServer/1"|"http://gis.hennepin.opendata.arcgis.com/datasets/7975aabf6e1e42998a40a4b085ffefdf_1"|""|""|
