schema,uuid,id,gmd:title,gmd:MD_Metadata,originator,publisher,keywords_theme,link_no_protocol,keywords_place,link_information,link_download,link_service_esri,link_invalid_protocol,link_service_wms
iso19139,8eb9af90-2b9d-4626-ba8b-6651b6699bf6,13203,Allegheny County - Building Footprints,"Footprints for all buildings and out buildings in Allegheny County. Buildings are captured by following the edge of the roof line. All near orthogonal corners are square. Interum roof lines, such as dormers, are not shown. Minor structures such as carports, decks, patios, stairs, etc. which are part of the structure are not shown. Building Footprints were updated as a result of a flyover in 2004. Buildings less than 400 square feet were not captured. Special consideration was given to garages, less than 400 square feet, and were digitized if greater than 200 square feet.",Allegheny County Division of Computer Services Geographic Information Systems Group,Allegheny County Division of Computer Services Geographic Information Systems Group,structure,http://www.pasda.psu.edu,PA###Clairton###Duquesne###McKeesport###Pittsburgh,,,,,
iso19139,d8a3e93f-6a09-4ff2-bb6b-0b20e188c83a,10511,Class A Wild Trout Streams,Class A streams are streams that support a population of wild (natural reproduction) trout of sufficient size and abundance to support a long-term and rewarding sport fishery. The Commission does not stock these streams. This GIS layer respresents the sections of streams that are designated as such.,Pennsylvania Fish and Boat Commission,,Class A###inlandWaters###Biomass###Wild Trout,http://www.pasda.psu.edu/,Pennsylvania,,,,,
iso19139,780bb6ba-77cf-498d-8354-7964a6cdd0e1,12663,Class A Wild Trout Streams,Class A streams are streams that support a population of wild (natural reproduction) trout of sufficient size and abundance to support a long-term and rewarding sport fishery. The Commission does not stock these streams. This GIS layer respresents the sections of streams that are designated as such.,Pennsylvania Fish and Boat Commission,,Wild Trout###Class A###Biomass###inlandWaters,http://www.pasda.psu.edu,Pennsylvania,,,,,
iso19139,7d9caad9-b9ca-44f3-8d17-a3d63201e55d,9733,Susquehanna Shale Hills CZO - Shale Hills CZO Soil Moisture data (Level II),Quality controlled soil moisture data of RTHnet2 have been prepared using the field observation data and the missing data have been estimated by RTHnet3 quality controlled soil moisture data.,The Pennsylvania State University,,"biota###Shalehills###CZO###soil moisture, PIHM###inlandWaters",http://www.czo.psu.edu/data_agreement.html,,,,,,
iso19139,b9c12e64-c590-4e4e-9422-7085e6f48a25,10640,Air Emission Plants,"Represents the Primary Facility type Air Emission Plant (AEP) point features. Air Emissions Plant is a DEP primary facility type related to the Air Quality Program. The sub-facility types related to the Air Emissions Plant that are included are: Air Pollution Control Device, Combustion Unit, Fuel Material Location, General Administrative Location, Incinerator, Point of Air Emission, and Process. Air Pollution Control Device: Facility that removes one or more pollutants from an exhaust stream. Examples include a baghouse or wet scrubber. Combustion Unit: Facility that burns coal, oil, or natural gas. Combustion units are used to produce either electricity, steam, hot gases, or some combination of these. Examples include a utility boiler or gas turbine. Fuel Material Location: Facility for storage of fuels shared by multiple combustion units, incinerators, or processes. Examples include oil storage tanks and larger natural gas supply lines. General Administrative Location: An administrative location is created automatically for every new air emission plant primary facility. It is used for locational data to represent the entire primary facility, instead of assigning lat/longs to each sub-facility. The General Administrative Location sub-facility may be obsolete in the future, once eFACTS allows locations at the primary level. Incinerator: Facility that destroys solid waste products using a variety of fuels. Examples include municipal waste incinerators and hospital infectious waste incinerators. Point of Air Emission: Exact location or structure from which all other air emission plant sub-facilities exhaust their emissions. Examples may include a steel or masonry smokestack; however, a point of air emission may also represent fugitive emissions that escaped from other points of a facility. Process: Facility that produces or modifies a product, and creates an air emission from either the materials used or a fuel consumed. Examples include coating lines or cement kilns. Continuous Emission Monitoring Point: Devices attached to smokestacks that monitor specific pollutants, i.e. sulfur dioxide, nitrogen oxides, etc.",Pennsylvania Department of Environmental Protection,Pennsylvania Department of Environmental Protection,"efacts, AEP, Air Emission Plant, Air###environment",http://www.pasda.psu.edu,Pennsylvania,,,,,
iso19139,76243670-d1c1-4031-bbc0-6fb5623b5542,12117,Townsend's Big-eared Bat distribution in North America,"This map layer portrays our current understanding of the distributions of United States and Canadian bat species during the past 100-150 years. Specimen and capture data were obtained from a variety of data sources, including U.S. State natural heritage programs, Canadian conservation data centres, published literature, unpublished reports, museum collections, and personal communications from university, federal, State and local biologists. Records are all specimen, roost, capture, or positive visual identification-based; no acoustic-only identifications were used for this map layer. This map layer reflects minor changes to the July, 2002, data set.","Angela E. England, Bat Conservation International, Inc.",National Atlas of the United States,Biogeography###Ranges###Zoology###Zoogeography###Bats###Biology###Mammals###Distribution###Corynorhinus townsendii###biota###Townsend's Big-eared Bat,http://nationalatlas.gov/atlasftp.html?openChapters=chpbio#chpbio###http://www.batcon.org/home/default.asp,North America###Mid-Atlantic,,,,,
iso19139,274a1d45-7288-4301-96a9-4c5ed6175c63,11555,Allegheny County - Railroad Lines,"Railroad Centerlines are collected by digitizing the apparent center of each set of rails. The Rail Line Edge is the apparent Right of Way. Rights of Way and Centerlines that are currently being used for rail traffic are coded as In Use. Rights of Way and Centerlines that no longer maintain rail traffic but have tracks remaining, as exemplified by plants growing through or around the tracks or right of way, are coded as Abandoned. Rights of Way and Centerlines that have the tracks removed are coded as Old. The Rights of Way and Centerlines that have the tracks removed and have been converted to trails are coded as Rails to Trail. For rail lines that cannot be discerned between Old and Rails to Trails, the Rights of Way and Centerlines shall be coded as Old.",Allegheny County Division of Computer Services Geographic Information Systems Group,Allegheny County Division of Computer Services Geographic Information Systems Group,transportation,http://www.pasda.psu.edu,PA###Clairton###Duquesne###McKeesport###Pittsburgh,,,,,
iso19139,4e1ae3cb-bd4f-41ff-836f-773e33f35566,9973,Bobwhite Quail Overall Range,"BWQuailOverallRange is an ESRI SDE Feature Classshowing Overall Range for Bobwhite Quail (Colinus virginianus) in Colorado. Overall Range is defined as that area which encompasses all known seasonal activity within the observed range of a population of Bobwhite Quail. This information was derived from field personnel. A variety of data capture techniques were used including drawing on mylar overlays at 1:50,000 scale USGS county mapsheets and implementation of the SmartBoard Interactive Whiteboard using stand-up, real-time digitizing at various scales (Cowardin, M., M. Flenner. March 2003. Maximizing Mapping Resources. GeoWorld 16(3):32-35).",COLORADO DIVISION OF WILDLIFE,COLORADO DIVISION OF WILDLIFE,"Wildlife, Distribution, Colorado, Northern Bobwhite, Overall Range",,COLORADO,,,,,
iso19139,2709e1cd-f628-433d-8827-befeb1b85986,13965,Allegheny County - Building Footprints,"Footprints for all buildings and out buildings in Allegheny County. Buildings are captured by following the edge of the roof line. All near orthogonal corners are square. Interum roof lines, such as dormers, are not shown. Minor structures such as carports, decks, patios, stairs, etc. which are part of the structure are not shown. Building Footprints were updated as a result of a flyover in 2004. Buildings less than 400 square feet were not captured. Special consideration was given to garages, less than 400 square feet, and were digitized if greater than 200 square feet.",Allegheny County Division of Computer Services Geographic Information Systems Group,Allegheny County Division of Computer Services Geographic Information Systems Group,structure,http://www.pasda.psu.edu,PA###Clairton###Duquesne###McKeesport###Pittsburgh,,,,,
iso19139,1df1ded7-af23-4319-994c-801cdb788c9e,13363,CAF - Aquatic Riparian Buffer Quality,"This raster dataset has been created using inputs including PA Ordered Streams data and Land Cover (PAMAP Program Land Cover for Pennsylvania, 2005 - downloaded from PASDA). 100 foot buffers of the ordered streams were assigned value based on the Strahler stream order and the potential aquatic habitat values. The average conservation value for riparian buffers of 1-2 ordered streams, 3-5 ordered streams, and 6-12 ordered streams were then calculated for the small watersheds. Each of the above groups were then weighted and added together and quantiled into 10 classes to create an overall Riparian Buffer Quality by small watershed data set. Conservation values were determined by SmartConservation (registerd trademark) methodology. Conservation values were determined by experts gathered by Natural Lands Trust through SmartConservation. This data set is one of several that have been combined to create an overall aquatic resources conservation value raster for the Central Appalachian Forest Ecoregion in Pennsylvania. Therefore the values were determined as a relative rank, comparable in value only to the other input aquatic resources data. Conservation value ranges from 1 - 10 with 10 being the highest value.",Natural Lands Trust,,imageryBaseMapsEarthCover###riparian buffer quality###SmartConservation###Aquatic Resources###Central Appalachian Forest,http://www.natlands.org###http://www.pasda.psu.edu,Pennsylvania###Central Appalachian Forest,,,,,
iso19139,9084c6a0-0e12-4240-9e66-982f15429d5b,10951,DFIRM Depth Grid:1% Annual Chance Flood Depth Grid for Beaver County,"A 1% Annual Chance Flood Depth Grid represents the height of a 100 year flood surface elevation above ground or bottom of a stream channel measured in feet. The values are captured per cell of a defined area. The cell size for 1% Annual Chance Flood Depth Grids is variable. It is calculated by subtracting the height of the ground surface elevation from the surface height of the 1% annual chance flood. A Flood Depth Grid can assist a community in understanding, communicating, and relaying the variability and severity of flooding in a mapped floodplain.",Stantec Inc.###Federal Emergency Management Agency,,inlandWaters,http://www.pasda.psu.edu/###http://www.floodmaps.fema.gov/fhm/fmx_main.html,,,,,,
iso19139,6ec15ffd-bd25-4f58-888c-7f7b02ff51f1,9580,DVRPC 2005 Digital Orthoimagery - TILE INDEX,"TILE INDEX - An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map. This project consists of the creation of 3-band, 24 bit color digital orthophoto tiles for the 5-county, Pennsylvania portion DVRPC's region utilizing a Leica ADS40 digital imaging system. The tiles were delivered in both GeoTIFF and MrSID MG3 formats. A GeoTIFF is a TIFF file which has geographic (or cartographic) data embedded as tags within the TIFF file. The geographic data can then be used to position the image in the correct location and geometry within a geographic information system (GIS) display. MrSID (Multi-resolution Seamless Image Database) is a proprietary, wavelet-based, image compression file format (*.sid) developed and patented by LizardTech, Inc. A 20:1 compresssion ratio was used for the MrSIDs. The complete data set contains 1,540 full ortho tiles in Pennsylvania State Plane South coordinate system, NAD83. The individual tiles measure 5,055' x 8,745' at a 1.0' pixel size. There is no image overlap between adjacent tiles. Orthoimagery processed by BAE Systems.",Delaware Valley Regional Planning Commission,BAE Systems,imageryBaseMapsEarthCover###digital aerial photo###aerial photo###TILE INDEX###rectified image###orthophoto###ortho###rectified photograph###DTM/DEM###aerial###imagery###imageryBaseMapsEarthCover###orthophotography###orthoimagery###aerial photography###digital orthophoto###orthophotograph###aerial photograph###digital orthoimagery###orthoimage,http://www.pasda.psu.edu/###http://www.dvrpc.org/,Montgomery County###Chester County###Philadelphia County###Bucks County###Delaware County###Pennsylvania###DVRPC Region,,,,,
iso19139,44302da7-23cf-4b4d-9c18-6252107e70e3,11356,Chester County Airports,"One of the planimetric layers developed and owned by Chester County as part of the Chester County Land Records System (ChesCO-LRS) project. The airports were photogrammetrically compiled (stereo digitized) from the aerial photography taken April 07, 1993.",Chester County Bureau of Land Records (BLR),Chester County Bureau of Land Records,transportation###Chester County Airports,ftp://www.pasda.psu.edu/pub/pasda/chesco/chesco_airports.zip,Chester County,,,,,
iso19139,42452a90-8c89-40c1-a5ba-687edfcb6a36,11052,AML Polygons Feature,"This data set portrays the approximate location of Abandoned Mine Land Problem Areas containing public health, safety, and public welfare problems created by past coal mining. It is a subset of data contained in the Office of Surface Mining (OSM) Abandoned Mine Land Inventory. This layer identifies AML Polygons representing specific areas to large to be represented by points within the entire, AML Inventory Site, examples include AML dangerous highwalls.",Pennsylvania Department of Environmental Protection,Pennsylvania Department of Environmental Protection,Abandoned###polygon###Abandoned Mine Land Inventory###Coal###Safety###Coal mining###Problem Areas###Inventory###AML###Public health###Land###Coal mine related problem###Geoscientific Information###mining###economy###Reclamation###polygons###Mines###Mine###Public Welfare,http://www.pasda.psu.edu/,Pennsylvania,,,,,
iso19139,3989970a-7da1-4729-afd6-804e8229327e,11065,"Soil Survey Geographic (SSURGO) database for Butler County, Ohio","This data set is a digital soil survey and generally is the most detailed level of soil geographic data developed by the National Cooperative Soil Survey. The information was prepared by digitizing maps, by compiling information onto a planimetric correct base and digitizing, or by revising digitized maps using remotely sensed and other information. This data set consists of georeferenced digital map data and computerized attribute data. The map data are in a soil survey area extent format and include a detailed, field verified inventory of soils and miscellaneous areas that normally occur in a repeatable pattern on the landscape and that can be cartographically shown at the scale mapped. A special soil features layer (point and line features) is optional. This layer displays the location of features too small to delineate at the mapping scale, but they are large enough and contrasting enough to significantly influence use and management. The soil map units are linked to attributes in the National Soil Information System relational database, which gives the proportionate extent of the component soils and their properties.","U.S. Department of Agriculture, Natural Resources Conservation Service","U.S. Department of Agriculture, Natural Resources Conservation Service",SSURGO###soil survey###Soil Survey Geographic###soils,,Trenton Quadrangle###Monroe Quadrangle###Middletown Quadrangle###College Corner Quadrangle###Butler County###Ohio###Shandon Quadrangle###West Elkton Quadrangle###Glendale Quadrangle###Greenhills Quadrangle###Harrison Quadrangle###Millville Quadrangle###Reily Quadrangle###Mason Quadrangle###Hamilton Quadrangle###Oxford Quadrangle###Franklin Quadrangle,,,,,
iso19139,d5cfaa6f-ec05-4517-9e27-f701fba26e1e,10245,AML Inventory Sites,"This data set portrays the approximate location of Abandoned Mine Land Problem Areas containing public health, safety, and public welfare problems created by past coal mining. It is a subset of data contained in the Office of Surface Mining (OSM) Abandoned Mine Land Inventory. This layer represents the AML Inventory Sites, which are the boundary of an entire problem area. All related AML point/polygon features must fit within the boundary of the designated problem area.",Pennsylvania Department of Environmental Protection,Pennsylvania Department of Environmental Protection,"Abandoned###Abandoned Mine Land Inventory###Coal###Safety###Coal mining###Problem Areas###Inventory Site, Inventory Sites###Inventory###AML###problem areas###Public health###Land###problem area###Coal mine related problem###Geoscientific Information###mining###economy###Reclamation###Mines###Mine###Public Welfare",http://www.pasda.psu.edu,Pennsylvania,,,,,
iso19139,14539a87-3e0f-4ebc-ab12-349c50735eaa,13300,"Soil Survey Geographic (SSURGO) database for Arlington County, Virginia","This data set is a digital soil survey and generally is the most detailed level of soil geographic data developed by the National Cooperative Soil Survey. The information was prepared by digitizing maps, by compiling information onto a planimetric correct base and digitizing, or by revising digitized maps using remotely sensed and other information. This data set consists of georeferenced digital map data and computerized attribute data. The map data are in a 3.75 minute quadrangle format and include a detailed, field verified inventory of soils and nonsoil areas that normally occur in a repeatable pattern on the landscape and that can be cartographically shown at the scale mapped. A special soil features layer (point and line features) is optional. This layer displays the location of features too small to delineate at the mapping scale, but they are large enough and contrasting enough to significantly influence use and management. The soil map units are linked to attributes in the National Soil Information System relational database, which gives the proportionate extent of the component soils and their properties.","U.S. Department of Agriculture, Natural Resources Conservation Service","U.S. Department of Agriculture, Natural Resources Conservation Service",soils###Soil Survey Geographic###SSURGO###soil survey,,Arlington County###Washington West SE Quadrangle (s3807708)###Alexandria NE Quadrangle (s3807716)###Falls Church SE Quadrangle (s3807707)###Alexandria NW Quadrangle (s3807716)###Washington West SW Quadrangle (s3807708)###Annandale NE Quadrangle (s3807715)###Virginia,,,,,
iso19139,e396e593-98ff-4610-afc7-407e59147560,14689,DFIRM Depth Grid:1% Annual Chance Flood Depth Grid for Greene County,"A 1% Annual Chance Flood Depth Grid represents the height of a 100 year flood surface elevation above ground or bottom of a stream channel measured in feet. The values are captured per cell of a defined area. The cell size for 1% Annual Chance Flood Depth Grids is variable. It is calculated by subtracting the height of the ground surface elevation from the surface height of the 1% annual chance flood. A Flood Depth Grid can assist a community in understanding, communicating, and relaying the variability and severity of flooding in a mapped floodplain.",Stantec Inc.###Federal Emergency Management Agency,,inlandWaters,http://www.pasda.psu.edu/###http://www.floodmaps.fema.gov/fhm/fmx_main.html,,,,,,
iso19139,9377e093-4e62-4ccb-baf3-08e2ed762bdd,14832,CFF/EETT Evaluation Project - Spring 2010 CFF Teacher,"The goal of the CFF/EETT Evaluation Project is to collect and share data describing changes in the factors that are hypothesized to enhance student performance by improving achievement on standardized examinations and promoting student engagement and the development of 21st Century knowledges and skills. This information has been used to steer the program's implementation, hence increasing the probability that the program will be successful and sustainable. The protocol and research questions for the Classrooms for the Future/21st Century Teaching and Learning with Technology (CFF) evaluation were developed in collaboration with the Pennsylvania Department of Education (PDE) prior to the implementation of the program in the 2006-2007 academic year. The CFF/EETT Evaluation Project's scope has included the monitoring of the changes taking place in the 453 participating school districts in the CFF program among 9996 participating teaching in 2011. The CFF program has achieved success on the measures that were established to evaluate its implementation and impact. Despite numerous challenges and setbacks (including funding cuts), this reform agenda has continued through professional development activities in the districts (2007 - 2011). Understanding the adoption, diffusion of the reform's message, related implementation practices, and results of the CFF program will help Penn State, PDE, and key stakeholders to interpret the trends that have occurred after implementing the reform initiative. With minor revisions, this CFF evaluation has been adapted to changing contexts and new populations of participating schools. In many respects a continuation of the CFF model, the 2009 - 2010 Pennsylvania Title IID program (EETT) implements the same model of school reform based on changes in teaching practices in technology intensive classrooms. This program encompasses grades 5-12 in a variety of subject areas in low income and low achieving school districts throughout the state and was frequently used by CFF districts to expand this high school reform model into the middle and elementary grades. For more information on the EETT component of the evaluation please click here for a press release about the EETT Evaluation. If you are a researcher or education professional and have questions about the data, our evaluation efforts with the 2010-2011 EETT initiative, or the CFF/EETT Evaluation Projects conclusions about the CFF and EETT programs please contact Robin Clausen at rlc237@psu.edu or 814-574-7722. Sponsor - Pennsylvania Department of Education Partners - Casenex, Metiri Group, Survey Research Center (Penn State University)",Dr. Rose Baker (2011 - 2012)###Robin Clausen (2007 - 2012)###Dr. Kyle Peck (2006 - 2011)###The Pennsylvania State University,,society,,,,,,,
iso19139,331909f8-b98a-47b4-a784-c65c0d673d24,9710,National Land Cover Database 2001 - Tree Canopy Layer -Pennsylvania and Northeast,"The National Land Cover Database 2001 tree canopy layer for mapping zone 60 was produced through a cooperative project conducted by the Multi-Resolution Land Characteristics (MRLC) Consortium. The MRLC Consortium is a partnership of federal agencies (www.mrlc.gov), consisting of the U.S. Geological Survey (USGS), the National Oceanic and Atmospheric Administration (NOAA), the U.S. Environmental Protection Agency (EPA), the U.S. Department of Agriculture (USDA), the U.S. Forest Service (USFS), the National Park Service (NPS), the U.S. Fish and Wildlife Service (FWS), the Bureau of Land Management (BLM) and the USDA Natural Resources Conservation Service (NRCS). One of the primary goals of the project is to generate a current, consistent, seamless, and accurate National Land cover Database (NLCD) circa 2001 for the United States at medium spatial resolution. For a detailed definition and discussion on MRLC and the NLCD 2001 products, refer to Homer et al. (2003) and http://www.mrlc.gov/mrlc2k.asp. The NLCD 2001 was created by partitioning the U.S. into mapping zones. A total of 66 mapping zones were delineated within the conterminous U.S. based on ecoregion and geographical characteristics, edge matching features and the size requirement of Landsat mosaics. Mapping zone 60 encompasses whole or portions of several states including the states of New Jersey, Delaware, Maryland, Pennsylvania, Virginia, and the District of Columbia. Questions about the NLCD mapping zone 60 can be directed to the NLCD 2001 land cover mapping team at the USGS/EROS, Sioux Falls, SD (605) 594-6151 or mrlc@usgs.gov.",U.S. Geological Survey,U.S. Geological Survey,tree canopy###GIS###U.S. Geological Survey###digital spatial data###USGS###imageryBaseMapsEarthCover###imagery###Base Maps###Earth Cover,http://www.mrlc.gov,United States###U.S.###US###zone 60###PA###MD###NJ###VA###DE###District of Columbia###New Jersey###Pennsylvania###Virginia###Maryland###Delaware,,,,,
iso19139,8185be65-33f3-4fba-90c6-cb3a52097249,14910,Biofuel Feedstock Potential in the Chesapeake Bay - Switchgrass on Abandoned Cropland,"This layer shows potential land area for the production of biofuel feedstocks, specifically switchgrass, on cropland that has been abandoned since 1969. This time frame was chosen to exclude abandoned land that has developed a mature forest cover, and consequently an inapropriate location for growing switchgrass. Areas and corresponding crop production totals are aggregated by counties in the Chesapeake Bay.",The Pennsylvania State University,,Farming###utilitiesCommunication###Environment###Switchgrass###Biofuel###Energy,http://www.pasda.psu.edu,Chesapeake Bay,,,,,
iso19139,ccb2b056-4fe8-4042-b282-f5101aba1493,14981,Boating Special Regulation Lakes (Polygons),This layer contains those lakes within Pennsylvania that have specifc special regulations related to boating as defined by the Pennsylvania Fish and Boat Commission.,Pennsylvania Fish and Boat Commission,,Boating###Special Regulation Waters###Lakes###inlandWaters,http://www.pasda.psu.edu,Pennsylvania,,,,,
iso19139,e0ac2ad4-5dce-4715-a40d-2e888f35239f,15035,Area Fisheries Managers Areas,Coverage areas of Pennsylvania Fish and Boat Commission Area Fisheries Managers (AFM).,Pennsylvania Fish and Boat Commission,,Area Fisheries Manager###Fisheries Biologist###inlandWaters,http://www.pasda.psu.edu,Pennsylvania,,,,,
iso19139,6d57c780-4be0-43e0-ac8b-b5c9cb82416e,11337,Bituminous Coal Mine Permits 112514,"Pennsylvania state law requires those who wish to conduct mining activities within the Commonwealth to apply for permits issued by the Pennsylvania Department of Environmental Protection (DEP). This data set indicates the approximate location of permit area boundaries of active and historical coal mining operations derived from location maps included with the permit applications submitted by the mine operators. Each polygon represents an area where coal removal, reclamation, and/or related supporting activities have been authorized to occur.","Pennsylvania Dept. of Environmental Protection, Bureau of Mining and Reclamation (BMR)","Pennsylvania Dept. of Environmental Protection, Bureau of Mining and Reclamation",minerals###Geoscientific Information###geology geo geologic geological###mining###Bituminous,http://www.pasda.psu.edu/,,,,,,
iso19139,6b210913-cb61-4036-ab19-ece0c8cfeb12,15278,Brownfields,"The Land Recycling Program encourages the recycling and redevelopment of old industrial sites. It sets standards, by law for the first time, that are protective of human health and the environment, but which consider future use. It provides potential developers with clear cleanup standards based on risk, not a moving target in a negotiated agreement, and provides an end to liability when that cleanup standard is achieved. The Land Recycling Program includes four bills. Act 2, Act 3, and Act 4 were signed into law by Governor Tom Ridge on May 19, 1995. Act 6 amended Act 4 and became effective in May 2000. Act 2 of 1995 is the Land Recycling and Environmental Remediation Standards Act. This act is the primary law establishing the Land Recycling Program. It creates a realistic framework for setting cleanup standards, provides special incentives for developing abandoned sites, releases responsible parties from liability when cleanup standards are met, set deadlines for Department of Environmental Protection (DEP) action and provides funding for environmental studies and cleanups. Act 3 of 1995 is the Economic Development Agency, Fiduciary and Lender Environmental Liability Protection Act. This act limits the environmental liability of those involved in redeveloping and financing a recycled industrial site. Act 4 of 1995 is the Industrial Sites Environmental Assessment Act. This act provides up to $2 million for environmental assessments in certain communities and for cleanups in certain cities through the Department of Community and Economic Development. Act 6 of 2000 is the Industrial Sites Environmental Assessment Act. This act expands the grant program under Act 4 of 1995 and provides for performance-based loans.","PA Dept of Environmental Protection, Geospatial Data Center",Pennsylvania Department of Environmental Protection,"environment###PASITEFINDER, brownfields, brownfield, industrial site, industrial park, real estate, land recycling, Act 2, Act 3, Act 4, Act 6, environmental remediation standards, redevelopment, grayfield, grayfields",http://www.pasda.psu.edu,Pennsylvania,,,,,
iso19139,dadb746d-a732-4e02-b628-a132b9bec2e7,14355,Rural Health Clinics,PA Rural Health Clinics from the PA Dept of Health's quality assurance database. Current as of 8/27/2012.,Steve Rosenberry,,health,http://www.pasda.psu.edu/,,,,,,
iso19139,a671911b-a12e-43bf-a867-f762f7164937,13514,Fishing and Boating Access Points,"This layer contains the locations of fishing and boating access areas that have been veirified by the Pennsylvania Fish and Boat Commission and are public or semi-public areas. In addition, accesses identified by water trail partners on water trail guides have been added to the layer.",Pennsylvania Fish and Boat Commission,,Boating###Access###environment###Fishing###Water Trail###inlandWaters###Outdoors,http://www.pasda.psu.edu,Pennsylvania,,,,,
iso19139,aadfde39-12a0-4596-91d7-de8cf15487a4,13185,"Soil Survey Geographic (SSURGO) database for Blue Ridge Parkway - Bedford County, Virginia Peaks of Otter Area","This data set is a digital soil survey and generally is the most detailed level of soil geographic data developed by the National Cooperative Soil Survey. The information was prepared by digitizing maps, by compiling information onto a planimetric correct base and digitizing, or by revising digitized maps using remotely sensed and other information. This data set consists of georeferenced digital map data and computerized attribute data. The map data are in a soil survey area extent format and include a detailed, field verified inventory of soils and miscellaneous areas that normally occur in a repeatable pattern on the landscape and that can be cartographically shown at the scale mapped. A special soil features layer (point and line features) is optional. This layer displays the location of features too small to delineate at the mapping scale, but they are large enough and contrasting enough to significantly influence use and management. The soil map units are linked to attributes in the National Soil Information System relational database, which gives the proportionate extent of the component soils and their properties.","U.S. Department of Agriculture, Natural Resources Conservation Service","U.S. Department of Agriculture, Natural Resources Conservation Service",SSURGO###soil survey###Soil Survey Geographic###soils,,Montvale Quadrangle###Bedford County###Stewartsville Quadrangle###Arnold Valley Quadrangle###Virginia###Big Island Quadrangle###Snowden Quadrangle###Peaks of Otter Quadrangle###Villamont Quadrangle,,,,,
iso19139,330e5566-58aa-4f5f-9a80-14bdabcb81a5,9793,Bicycle/Pedestrian network - SPC region,"SPC identified existing and proposed bicycle/pedestrian paths, trails, and shared road facilities. These features were drafted on and digitized from 7.5 minute USGS topographic quadrangle maps.",Southwestern Pennsylvania Commission (SPC),SPC,Rail to Trail###pedestrian traffic###hiking trails###society###bicycle paths,http://www.spcregion.org/,Pittsburgh Area###Washington County###Westmoreland County###Butler County###Beaver County###Allegheny County###Southwest Pennsylvania###Metropolitan Planning Organization###Armstrong County,,,,,
iso19139,eeaa68aa-a6b1-4105-b80e-5c3100667de9,10497,Allegheny County Parcels 201406,Boundary outlines of individual properties in Allegheny County.,Allegheny County Division of Computer Services Geographic Information Systems Group,,economy###planning Cadastre###boundaries,http://www.pasda.psu.edu/,PA###Pittsburgh###McKeesport###Clairton###Allegheny County###Duquesne###Southwest PA,,,,,
iso19139,b1f4fb11-29bb-43a5-bb0b-8642f4c10341,9730,Beneficial Land Uses,"Beneficial Land Use is a DEP primary facility type related to the Water Pollution Control Program. The sub-facility type related to Beneficial Land Use is the Parcel. A parcel refers to the land application site that is proposed to received biosolids or residential septage. Land application for biosolids and septage means beneficial use, meaning it is applied to land as a soil amendment/fertilizer. Beneficial Land Use is a DEP primary facility type related to the Water Pollution Control Program. The sub-facility type related to Beneficial Land Use is the Parcel. A parcel refers to the land application site that is proposed to received biosolids or residential septage. Land application for biosolids and septage means beneficial use, meaning it is applied to land as a soil amendment/fertilizer.",Pennsylvania Department of Environmental Protection,Pennsylvania Department of Environmental Protection,"efacts, land, land use, Beneficial Land Use, BUS###environment",http://www.pasda.psu.edu/,Pennsylvania,,,,,
iso19139,9fad016f-79c3-4b0a-acc0-d4093502cc1e,12164,"Voyageurs National Park, Fields Plot Data Database for Vegetation Mapping Project","A total of 191 vegetation field plot samples were collected at Voyageurs National Park and environs to support vegetation classification development. Teams of ecologists and botanists collected vegetation field data during the 1996 through 1998 field seasons. This data was used in an analysis to determine and describe the USNVC associations that existed within the project area. This metadata report is for 2 database sets containing the physical descriptions and species listing of the vegetation field plot data. The first is a dBASE IV spreadsheet of the complete field data of the vegetation field plot physical. The second data set contains the Species Listing of the Vegetation Field Plot data. The non-spatial data is complete as a dBASE spreadsheet file, which was exported from the PLOTS database.","U.S. Geological Survey, Upper Midwest Environmental Sciences Center, 2630 Fanta Reed Road, La Crosse, Wisconsin 54603","U.S. Geological Survey, Center for Biological Informatics",Vegetation Field Plots###PLOTS###Vegetation###National Park###US National Vegetation Classification###Digital Spatial Database###USNVC###Physical Description###Vegetation Sampling,http://biology.usgs.gov/npsveg/voya/fielddata.html,Voyageurs National Park###Canada###Rainy Lake###Ontario###Minnesota###USA,,,,,
