"schema","uuid","id","gmd:title","gmd:MD_Metadata","originator","publisher","keywords_theme","link_no_protocol","keywords_place","link_information","link_download","link_service_esri","link_invalid_protocol","link_service_wms"
"iso19139","7d1fbfc7-e1ce-4289-8803-2251191be2b5","11906","Digitized Mined Areas","Coal mining has occurred in Pennsylvania for over a century. The maps to these coal mines are stored at many various public and private locations (if they still exist at all) throughout the commonwealth. This dataset tries to identify the Mined Out Areas of the various coal seams in Pennsylvania. This information can be used for many environmental related issues, including mine land reclamation and determination of needs for Mine Subsidence Insurance. The information in this dataset was gathered from mine maps at these various locations so that the data can be readily available to environmental professionals.","Pennsylvania Department of Environmental Protection, Bureau of District Mining Operations","Pennsylvania Department of Environmental Protection, Bureau of District Mining Operations","Digitized Mined Areas###Waynesburg coal seam###coal resources###Middle Kittanning coal seam###Lower Kittanning coal seam###Upper Kittanning coal seam###economy###coal mine, bituminous###Lower Freeport coal seam###Upper Freeport coal seam###undermined###Clarion coal seam###active mine###Redstone coal seam###abandoned mine###Pittsburgh coal seam###Sewickley coal seam###Brookville coal seam","http://www.pasda.psu.edu/","Pennsylvania","","","","","",
"iso19139","c479d6ab-12ec-48ae-b476-24037062fd28","11684","ActiveUndergroundPermitBoundaries201408","Pennsylvania state law requires those who wish to conduct mining activities within the Commonwealth submit and get approval by the Pennsylvania Department of Environmental Protection (DEP) for permits related to those activities. These permits are written to cover various aspects of the mining operations, such as: reclamation, water quality protection, air quality protection, waste disposal and mine subsidence control. The DEP California District Office reviews permits related to Bituminous coal underground mining. Module 6.1 of the Application for Bituminous Underground Mine requires a Location Map be submitted with the permit. The Location Map should be a 7.5 Minute USGS map covering the area within one (1) mile of the underground permit area boundaries. This dataset contains the digitized underground permit area boundaries of the active underground bituminious mines in Pennsylvania based from the Location Maps submitted with the permit applications and permit renewal applications.","Pennsylvania Department of Environmental Protection, Bureau of District Mining Operations","Pennsylvania Department of Environmental Protection, Bureau of District Mining Operations","coal mine###economy###geoscientificinformation###bituminous coal###mine map###Permit Boundaries, Mining###Active Underground Permit Boundaries, underground permit area boundaries","http://www.pasda.psu.edu/","Pennsylvania","","","","","",
"iso19139","0d58d665-968c-4864-8b61-b4f73db9af36","14286","Eastern Pipistrelle distribution in North America","This map layer portrays our current understanding of the distributions of United States and Canadian bat species during the past 100-150 years. Specimen and capture data were obtained from a variety of data sources, including U.S. State natural heritage programs, Canadian conservation data centres, published literature, unpublished reports, museum collections, and personal communications from university, federal, State and local biologists. Records are all specimen, roost, capture, or positive visual identification-based; no acoustic-only identifications were used for this map layer. This map layer reflects minor changes to the July, 2002, data set.","Angela E. England, Bat Conservation International, Inc.","National Atlas of the United States","Pipistrellus subflavus###biota###Eastern Pipistrelle###Ranges###Zoology###Mammals###Biogeography###Biology###Distribution###Zoogeography###Bats","http://www.batcon.org/home/default.asp###http://nationalatlas.gov/atlasftp.html?openChapters=chpbio#chpbio","Mid-Atlantic###North America","","","","","",
"iso19139","c6937994-e3ff-40fb-bfe0-2248c13059ab","13071","Soil Survey Geographic (SSURGO) database for Buchanan County, Virginia","This data set is a digital soil survey and generally is the most detailed level of soil geographic data developed by the National Cooperative Soil Survey. The information was prepared by digitizing maps, by compiling information onto a planimetric correct base and digitizing, or by revising digitized maps using remotely sensed and other information. This data set consists of georeferenced digital map data and computerized attribute data. The map data are in a soil survey area extent format and include a detailed, field verified inventory of soils and miscellaneous areas that normally occur in a repeatable pattern on the landscape and that can be cartographically shown at the scale mapped. A special soil features layer (point and line features) is optional. This layer displays the location of features too small to delineate at the mapping scale, but they are large enough and contrasting enough to significantly influence use and management. The soil map units are linked to attributes in the National Soil Information System relational database, which gives the proportionate extent of the component soils and their properties.","U.S. Department of Agriculture, Natural Resources Conservation Service","U.S. Department of Agriculture, Natural Resources Conservation Service","SSURGO###soil survey###Soil Survey Geographic###soils","","Buchanan County###Big A Mountain Quadrangle###Grundy Quadrangle###War Quadrangle###Wharncliffe Quadrangle###Keen Mountain Quadrangle###Elkhorn City Quadrangle###Jewell Ridge Quadrangle###Hurley Quadrangle###Prater Quadrangle###Honaker Quadrangle###Virginia###Panther Quadrangle###Amonate Quadrangle###Harman Quadrangle###Majestic Quadrangle###Vansant Quadrangle###Patterson Quadrangle###Jamboree Quadrangle###Bradshaw Quadrangle###Duty Quadrangle","","","","","",
"iso19139","09d869c9-0259-46d0-bd71-0e0e5c6ce9c0","13064","Landmarks - polygon","Landmarks. This dataset contains polygons representing landmarks, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. The landmarks were identified from public records (including published maps and a database from National Capital Planning Commission) and polygons extracted from the digital version of the National Park Service Map A. Attribute data was provided by public records. All DC GIS data is stored and exported in Maryland State Plane coordinates NAD 83 meters. METADATA CONTENT IS IN PROCESS OF VALIDATION AND SUBJECT TO CHANGE.","National Capital Planning Commission###National Park Service","","Boundary###Government jurisdictions###society###structure###Historic districts###Historic preservation","http://www.pasda.psu.edu/","DC GIS###District of Columbia###Washington, D.C.###DC###DCGIS","","","","","",
"iso19139","60d3e966-5003-438f-a503-d193b0622f5e","13026","AML Polygons Feature","This data set portrays the approximate location of Abandoned Mine Land Problem Areas containing public health, safety, and public welfare problems created by past coal mining. It is a subset of data contained in the Office of Surface Mining (OSM) Abandoned Mine Land Inventory. This layer identifies AML Polygons representing specific areas to large to be represented by points within the entire, AML Inventory Site, examples include AML dangerous highwalls.","Pennsylvania Department of Environmental Protection","Pennsylvania Department of Environmental Protection","Abandoned###polygon###Abandoned Mine Land Inventory###Coal###Safety###Coal mining###Problem Areas###Inventory###AML###Public health###Land###Coal mine related problem###Geoscientific Information###mining###economy###Reclamation###polygons###Mines###Mine###Public Welfare","http://www.pasda.psu.edu/","Pennsylvania","","","","","",
"iso19139","a28271fa-8133-437b-8a04-c4e53760c87c","12069","Eastern Small-footed Myotis distribution in North America","This map layer portrays our current understanding of the distributions of United States and Canadian bat species during the past 100-150 years. Specimen and capture data were obtained from a variety of data sources, including U.S. State natural heritage programs, Canadian conservation data centres, published literature, unpublished reports, museum collections, and personal communications from university, federal, State and local biologists. Records are all specimen, roost, capture, or positive visual identification-based; no acoustic-only identifications were used for this map layer. This map layer reflects minor changes to the July, 2002, data set.","Angela E. England, Bat Conservation International, Inc.","National Atlas of the United States","Biogeography###Ranges###Zoology###Zoogeography###Bats###Biology###Mammals###Distribution###Eastern Small-footed Myotis###Myotis leibii###biota","http://nationalatlas.gov/atlasftp.html?openChapters=chpbio#chpbio###http://www.batcon.org/home/default.asp","North America###Mid-Atlantic","","","","","",
"iso19139","b23b7cdc-59d3-477a-88c9-872c7537bbbe","11657","AML Polygons Feature","This data set portrays the approximate location of Abandoned Mine Land Problem Areas containing public health, safety, and public welfare problems created by past coal mining. It is a subset of data contained in the Office of Surface Mining (OSM) Abandoned Mine Land Inventory. This layer identifies AML Polygons representing specific areas to large to be represented by points within the entire, AML Inventory Site, examples include AML dangerous highwalls.","Pennsylvania Department of Environmental Protection","Pennsylvania Department of Environmental Protection","polygon###Mine###Coal mine related problem###Reclamation###AML###mining###Abandoned Mine Land Inventory###Mines###Geoscientific Information###polygons###economy###Public health###Coal mining###Land###Safety###Problem Areas###Coal###Public Welfare###Inventory###Abandoned","http://www.pasda.psu.edu/###http://www.dep.state.pa.us/external_gis/gis_home.htm","Pennsylvania","","","","","",
"iso19139","cfd82fd0-bf23-4d54-96d7-d08fadc6988d","11454","Major Parks and Forests along the Appalachian Trail","This data set represents the most current depiction of the Major Parks and Forests polygon along the Appalachian Trail. Locational information used to create this data set were obtained from both Global Positioning Systems (GPS) survey data collected between 1998-2001 and information digitized from USGS topographical maps and Appalachian Trail maps.","Appalachian Trail Conference and National Park Service Appalachian Trail Park Office","Appalachian Trail Conference","biota###A.T. Centerline###National Scenic Trail###A.T.###Appalachian National Scenic Trail###AT###A.T. GPS###Appalachian Trail Centerline###Appalachian Trail","http://www.appalachiantrail.org/","PA###ME-GA###TN###NH###VT###CT###AT###NJ###ME###NC###Appalachian National Scenic Trail###MA###VA###GA###A.T.###WV###NY###Appalachian Trail###MD","","","","","",
"iso19139","faf19f67-5fa9-4d64-8106-3592700dea30","15259","AML Polygons Feature","This data set portrays the approximate location of Abandoned Mine Land Problem Areas containing public health, safety, and public welfare problems created by past coal mining. It is a subset of data contained in the Office of Surface Mining (OSM) Abandoned Mine Land Inventory. This layer identifies AML Polygons representing specific areas to large to be represented by points within the entire, AML Inventory Site, examples include AML dangerous highwalls.","Pennsylvania Department of Environmental Protection","Pennsylvania Department of Environmental Protection","Coal mine related problem###Safety###Geoscientific Information###Inventory###polygon###mining###Public Welfare###Coal###Abandoned Mine Land Inventory###Coal mining###economy###AML###Reclamation###Mine###Mines###Public health###Problem Areas###Abandoned###Land###polygons","http://www.pasda.psu.edu###http://www.dep.state.pa.us/external_gis/gis_home.htm","Pennsylvania","","","","","",
"iso19139","5fe6e104-392b-44e0-9e0a-41f2b7481d36","13906","DCNR Rail Trails point 2008","This feature class contains points associated with the line feature class for rail-trails in the state of Pennsylvania, as prepared by the Rails-to-Trails Conservancy. The majority of data was collected using GPS units and checked for quality and accuracy against high-resolution aerial imagery. See Method. Data was collected between November 2007 and August 2008. See Subtype Code for point type.","Rails-to-Trails Conservancy","","society###rail-trails, bike trails, multi-use paths, Rails-to-Trails Conservancy","http://www.pasda.psu.edu","","","","","","",
"iso19139","5f73f220-bfa0-4aa7-b0bb-a6cd41de138e","9943","Captive Hazardous Waste Operations","A Captive Hazardous Waste Operation is a DEP primary facility type related to the Waste Management Hazardous Waste Program. The sub-facility types related to Captive Hazardous Waste Operations that are included in eMapPA are: Boiler/Industrial Furnace, Disposal Facility, Hazardous Generator, Incinerator, Recycling Facility, Storage Facility, and Treatment Facility._______Captive Hazardous Waste Operation Sub-Facility Types Boiler or Industrial Furnace: Facility permitted by DEP to burn or process hazardous waste generated onsite, to recover thermal energy, or to accomplish recovery of materials in association with a manufacturing process. Disposal Facility: Facility permitted by DEP to dispose of hazardous waste generated onsite by incineration, or by intentionally placing the waste in or on land or water in specially designed and constructed containment units where the waste will remain after closure of the facility. Hazardous Generator: A site where hazardous waste is first produced. The hazardous waste may be accumulated onsite at this facility for a prescribed limited amount of time (usually between 90 and 270 days) without first obtaining a storage permit from the Department, as long as it is done in accordance with prescribed standards. Incinerator: Facility permitted by DEP to burn or thermally combust hazardous waste generated onsite in an enclosed device using controlled flame. Devices meeting the criteria for classification as a boiler, industrial furnace, carbon regeneration unit, or sludge dryer are not incinerators. Recycling Facility: Facility permitted by DEP to treat hazardous waste generated onsite, making it suitable for upcoming recovery of a usable product or material. Storage Facility: Facility permitted by DEP to hold hazardous waste generated onsite for a temporary period (not to exceed one year). At the end of that period the hazardous waste is treated, disposed of, or stored elsewhere. Facilities accumulating hazardous wastes generated onsite in accordance with prescribed generator accumulation standards for a prescribed limited amount of time (usually between 90 and 270 days) are NOT storage facilities. Treatment Facility: Facility permitted by DEP to change the physical, chemical or biological character or composition of hazardous waste that is generated onsite. The purpose is to neutralize the waste or to render the waste non-hazardous, safer for transport, suitable for recovery, suitable for storage, or reduced in volume.","Pennsylvania Department of Environmental Protection","Pennsylvania Department of Environmental Protection","efacts, waste, hazardous, Captive Hazardous Waste Operation, CAHWO###utilitiesCommunication###environment","http://www.pasda.psu.edu","","","","","","",
"iso19139","04710f2a-c877-49f3-9b4d-202b5783012e","14287","Allegheny County Parcels 201504","Boundary outlines of individual properties in Allegheny County.","Allegheny County Division of Computer Services Geographic Information Systems Group","","economy###planning Cadastre###boundaries","http://www.pasda.psu.edu/","PA###Pittsburgh###McKeesport###Clairton###Allegheny County###Duquesne###Southwest PA","","","","","",
"iso19139","57c73329-0111-4eea-8dca-60a56530029d","13199","Beneficial Land Uses","Beneficial Land Use is a DEP primary facility type related to the Water Pollution Control Program. The sub-facility type related to Beneficial Land Use is the Parcel. A parcel refers to the land application site that is proposed to received biosolids or residential septage. Land application for biosolids and septage means beneficial use, meaning it is applied to land as a soil amendment/fertilizer. Beneficial Land Use is a DEP primary facility type related to the Water Pollution Control Program. The sub-facility type related to Beneficial Land Use is the Parcel. A parcel refers to the land application site that is proposed to received biosolids or residential septage. Land application for biosolids and septage means beneficial use, meaning it is applied to land as a soil amendment/fertilizer.","Pennsylvania Department of Environmental Protection","Pennsylvania Department of Environmental Protection","efacts, land, land use, Beneficial Land Use, BUS###environment","http://www.pasda.psu.edu/","Pennsylvania","","","","","",
"iso19139","e46d156a-aa8c-41b8-b584-1db4a180990f","12861","Coal Pillar Location-Mining","Coal Pillar Locations are pillars of coal that must remain in place to provide support for a coal mine.","Pennsylvania Department of Environmental Protection","Pennsylvania Department of Environmental Protection","environment###efacts, mine, mining, mines, coal, coal pillar, Coal Pillar Location-Mining, CPILL","http://www.pasda.psu.edu","Pennsylvania","","","","","",
"iso19139","9c89a726-4fec-4f66-836f-116623324ad6","13043","Cornell University Geospatial Information Repository (CUGIR)","CUGIR is an active online repository in the National Spatial Data Clearinghouse program. CUGIR provides geospatial data and metadata for New York State, with special emphasis on those natural features relevant to agriculture, ecology, natural resources, and human-environment interactions.","Cornell University Albert R. Mann Library","","society","http://cugir.mannlib.cornell.edu/index.jsp","","","","","","",
"iso19139","23326aae-c732-4584-9984-489561dc2991","12916","Rural Health Clinics","PA Rural Health Clinics from the PA Dept of Health's quality assurance database. Current as of 8/4/2010.","Steve Rosenberry","","Rural health clinics","http://www.pasda.psu.edu","","","","","","",
"iso19139","e0109d93-915e-4e44-a579-f5b840ea5223","9713","DCNR - State Forest District Offices 2013","Central office locations for the PA DCNR, Bureau of Forestry Districts. The districts represent the regional management organization of the Bureau.","Pennsylvania. Dept. of Conservation and Natural Resources. Bureau of Forestry","Pa., Dept of Conservation and Natural Resources","boundaries","http://www.pasda.psu.edu","Pennsylvania","","","","","",
"iso19139","16c1a60f-8e32-457f-b425-ebcbcd150950","11918","AML Points Feature","This data set portrays the approximate location of Abandoned Mine Land Problem Areas containing public health, safety, and public welfare problems created by past coal mining. It is a subset of data contained in the Office of Surface Mining (OSM) Abandoned Mine Land Inventory. This layer identifies AML Points representing specific locations within an AML Inventory Site, examples include AML discharge.","Pennsylvania Department of Environmental Protection","Pennsylvania Department of Environmental Protection","Coal###Safety###Abandoned Mine Land Inventory###Coal mining###points, point###Reclamation###Mine###Abandoned###Land###mining###Problem Areas###Coal mine related problem###Public health###Inventory###AML###economy###Geoscientific Information###Public Welfare###Mines","http://www.dep.state.pa.us/external_gis/gis_home.htm","Pennsylvania","","","","","",
"iso19139","cfea7c33-69f2-4b52-a7c9-e59fb4041167","11864","DCNR - Open-File Reports","Open-file reports are informal releases that allow quicker public access to geologic data. They also may be released when the information is expected to be updated frequently, or when a limited audience is expected. Open-file reports are compiled by Survey staff and/or outside cooperators. They are reviewed for conformity with the open-file publication guidelines of the Bureau of Topographic and Geologic Survey but have not gone through a formal editorial review process. In terms of technical and geological content, the standards for preparation of texts for informal release should not vary in quality, accuracy, or precision from the standards applied to similar geologic texts destined for formal publication.","DCNR Bureau of Topographic and Geologic Survey","","Surficial Geologic Map###Bedrock Geologic Map###Miscellaneous Investigation###Environmental Geology Report###Geologic Atlas###Oil and Gas Report###Water Resource Report###Mineral Resource Report###geoscientificInformation###General Geology Report","http://www.pasda.psu.edu/###http://www.dcnr.state.pa.us/topogeo/openfile/index.aspx","Pennsylvania","","","","","",
"iso19139","82cdb778-64b9-48b5-a827-c7c20dc4fb95","14171","Cooperative Nurseries","This GIS layer contains locations of nurseries that participate in the Commission's Cooperative Nursery Program, ""Coops"" supplement the Commission's stocking program. For more information about the Cooperative Nursery Program, contact the Commission's Coordinator, Cecil Houser, chouser@state.pa.us or 814-359-5124.","Pennsylvania Fish and Boat Commission","","Stocking###inlandWaters###Nursery###Coop","http://www.pasda.psu.edu/","Pennsylvania","","","","","",
"iso19139","19e6e54b-fd16-4226-9687-ad052ccc78d0","13558","Boating Special Regulation Waters (Points)","This layer contains those lakes and streams as point features within Pennsylvania that have specifc special regulations related to boating as defined by the Pennsylvania Fish and Boat Commission.","Pennsylvania Fish and Boat Commission","","Boating###Special Regulation Waters###Lakes###Streams###inlandWaters###Rivers","http://www.pasda.psu.edu","Pennsylvania","","","","","",
"iso19139","6d5330f3-3344-4eee-8a22-6989f2f8e80e","13254","Air Emission Plants","Represents the Primary Facility type Air Emission Plant (AEP) point features. Air Emissions Plant is a DEP primary facility type related to the Air Quality Program. The sub-facility types related to the Air Emissions Plant that are included are: Air Pollution Control Device, Combustion Unit, Fuel Material Location, General Administrative Location, Incinerator, Point of Air Emission, and Process. Air Pollution Control Device: Facility that removes one or more pollutants from an exhaust stream. Examples include a baghouse or wet scrubber. Combustion Unit: Facility that burns coal, oil, or natural gas. Combustion units are used to produce either electricity, steam, hot gases, or some combination of these. Examples include a utility boiler or gas turbine. Fuel Material Location: Facility for storage of fuels shared by multiple combustion units, incinerators, or processes. Examples include oil storage tanks and larger natural gas supply lines. General Administrative Location: An administrative location is created automatically for every new air emission plant primary facility. It is used for locational data to represent the entire primary facility, instead of assigning lat/longs to each sub-facility. The General Administrative Location sub-facility may be obsolete in the future, once eFACTS allows locations at the primary level. Incinerator: Facility that destroys solid waste products using a variety of fuels. Examples include municipal waste incinerators and hospital infectious waste incinerators. Point of Air Emission: Exact location or structure from which all other air emission plant sub-facilities exhaust their emissions. Examples may include a steel or masonry smokestack; however, a point of air emission may also represent fugitive emissions that escaped from other points of a facility. Process: Facility that produces or modifies a product, and creates an air emission from either the materials used or a fuel consumed. Examples include coating lines or cement kilns. Continuous Emission Monitoring Point: Devices attached to smokestacks that monitor specific pollutants, i.e. sulfur dioxide, nitrogen oxides, etc.","Pennsylvania Department of Environmental Protection","Pennsylvania Department of Environmental Protection","efacts, AEP, Air Emission Plant, Air###environment","http://www.pasda.psu.edu","Pennsylvania","","","","","",
"iso19139","676c1be7-22ab-447c-ae05-9ce389030c2c","10635","Pennslyvania Wilds","North Central portion of Pennsylvania, selected for economic and recreational initiatives","PA Department of Conservation and Natural Resrouces, Bureau of Forestry","","PA Wilds###environment###biota###Wild areas###Pennsylvania Wild areas","http://www.pasda.psu.edu/","Pennsylvania","","","","","",
"iso19139","cf3f83cc-4f3a-4873-88bf-d2d5e384a005","14946","USGS - Decision-Support Tools for Water-Quality Management","The USGS is coordinating an effort among the CBP partners to develop collaborative approaches and tools for geographic targeting and assessment of ecosystem management actions. These approaches will provide more strategic implementation of management actions to optimize available resources to improve: * Water quality * Habitats * Watershed conditions * Living resources This page contains some preliminary tools developed by the USGS to aid in geographic targeting of water-quality management actions and provides access to monitoring results of water-quality change in the watershed.","U.S. Geological Survey","Virginia","environment###water data###inlandWaters","http://chesapeake.usgs.gov/","Weat Virginia###Pennsylvania###Virginia###Maryland###Delaware###New York###Chesapeke Bay","","","","","",
"iso19139","c7ed66b7-cac3-40cc-ae48-c0714887ef01","11928","Bandtailed Pigeon Habitat","This dataset represents BAND-TAILED PIGEON habitat areas as modelled with the 1995 GAP product then screened by field biologist for accuracy the fall of 2004. In May 2006 the dataset was converted from a Critical, High, Substantial and Limited value system to a Crucial/Substantial value system.","Utah Division of Wildlife Resources","Utah Division of Wildlife Resouces","Wildlife###Habitat###Band-Tailed Pigeon","http://wildlife.utah.gov/dwr/","State of Utah","","","","","",
"iso19139","a2104c13-bed4-49e1-bda2-6990356f47f9","9641","Allegheny County - County Council Districts","Data was created to portray the boundaries of the County Council Districts in Allegheny County.","Allegheny County Division of Computer Services Geographic Information Systems Group","Allegheny County Division of Computer Services Geographic Information Systems Group","boundaries","http://www.pasda.psu.edu","","","","","","",
"iso19139","f3bb6cc6-35a8-4ccd-ac7d-8093708923af","15243","Allegheny County - Street Centerlines 201407","This dataset contains street centerlines for vehicular and foot traffic in Allegheny County. Street Centerlines are classified as Primary Road, Secondary Road, Unpaved Road, Limited Access Road, Connecting Road, Jeep Trail, Walkway, Stairway, Alleyway and Unknown. Modified by GDR for the Allegheny County CAD project, October 2008. Data is updated by County staff as changes and corrections are found, on a continuous basis. Updates are sent to PASDA monthly.","Allegheny County Division of Computer Services Geographic Information Systems Group; Modified by GDR for the Allegheny County CAD project, October 2008.","","transportation###STREET CENTERLINE","http://www.pasda.psu.edu/","","","","","","",
"iso19139","529a04b4-e772-4756-8350-1b80505246f1","9814","Allegheny County Address Points 201508","This dataset contains Address Points in Allegheny County. The Address Points were created by GDR for the Allegheny County CAD project, October 2008. Data is updated by County staff as changes and corrections are found, on a continuous basis. Updates are sent to PASDA monthly.","Allegheny County Division of Computer Services Geographic Information Systems Group; Modified by GDR for the Allegheny County CAD project, October 2008.","","Address Points###ADDRESSPOINTS###planningCadastre","http://www.pasda.psu.edu","","","","","","",
"iso19139","d2363ccb-8feb-404a-bd5c-535d68949690","14746","Susquehanna Shale Hills CZO - Real Time Soil Temperature Data","The Real-Time Soil Moisture Monitoring Network provides integrated observation of water, energy and temperature in the soils of the Shale Hills Susquehanna Critical Zone Observatory watershed. Soil Temperature is measured at between 4 and 5 depths at 13 sites. Soil Temperature is measured with 229 probes manufactured by Campbell Scientific, and by 5TE probes manufactured by Decagon. At 2 sites (15 and 51) soil temperature is measured with 2 loggers, which have different time stamps.","The Pennsylvania State University","","Shalehills###biota###CZO###inlandWaters###Soil, water, hydrology, hydropedology, soil science, soil temperature","http://www.czo.psu.edu/data_agreement.html","","","","","","",
"iso19139","a735d347-d202-4c69-8da6-a9eef72c6e62","12459","Soil Survey Geographic (SSURGO) database for Delaware County, Pennsylvania","This data set is a digital soil survey and generally is the most detailed level of soil geographic data developed by the National Cooperative Soil Survey. The information was prepared by digitizing maps, by compiling information onto a planimetric correct base and digitizing, or by revising digitized maps using remotely sensed and other information. This data set consists of georeferenced digital map data and computerized attribute data. The map data are in a soil survey area extent format and include a detailed, field verified inventory of soils and miscellaneous areas that normally occur in a repeatable pattern on the landscape and that can be cartographically shown at the scale mapped. A special soil features layer (point and line features) is optional. This layer displays the location of features too small to delineate at the mapping scale, but they are large enough and contrasting enough to significantly influence use and management. The soil map units are linked to attributes in the National Soil Information System relational database, which gives the proportionate extent of the component soils and their properties.","U.S. Department of Agriculture, Natural Resources Conservation Service","U.S. Department of Agriculture, Natural Resources Conservation Service","soil survey###soils###Soil Survey Geographic###SSURGO","","Lansdowne Quadrangle###Bridgeport Quadrangle###Valley Forge Quadrangle###Wilmington North Quadrangle###Philadelphia Quadrangle###Woodbury Quadrangle###Pennsylvania###Media Quadrangle###Marcus Hook Quadrangle###Delaware County###Norristown Quadrangle###West Chester Quadrangle","","","","","",
"iso19139","71649644-75ca-407a-8034-2604493ebd7b","10649","Allegheny County Parcels 201407","Boundary outlines of individual properties in Allegheny County.","Allegheny County Division of Computer Services Geographic Information Systems Group","","economy###planning Cadastre###boundaries","http://www.pasda.psu.edu/","PA###Pittsburgh###McKeesport###Clairton###Allegheny County###Duquesne###Southwest PA","","","","","",
"iso19139","142f3e1e-9e59-4b5e-ad59-47e302aa8557","12229","CAF - Floodplains","This raster dataset has been created using the ""Floodplains of Pennsylvania"" dataset from the Office of Remote Sensing for Earth Resources, Penn State University (publication date: 199609). All areas designated in the shapefile were assigned a conservation value of 5. Conservation values were determined by experts gathered by Natural Lands Trust through SmartConservation. This data set is one of several that have been combined to create an overall aquatic resources conservation value raster for the Central Appalachian Forest Ecoregion. Therefore the values were determined as a relative rank, comparable in value only to the other input aquatic resources data. Conservation value ranges from 1 - 10 with 10 being the highest value.","Natural Lands Trust","","SmartConservation###imageryBaseMapsEarthCover###Aquatic Resources###floodplains###Central Appalachian Forest","http://www.pasda.psu.edu###http://www.natlands.org","Pennsylvania###Central Appalachian Forest","","","","","",
"iso19139","ce7b35b9-1e9c-4592-9f95-64a2b99a1db9","10938","Captive Hazardous Waste Operations","A Captive Hazardous Waste Operation is a DEP primary facility type related to the Waste Management Hazardous Waste Program. The sub-facility types related to Captive Hazardous Waste Operations that are included in eMapPA are: Boiler/Industrial Furnace, Disposal Facility, Hazardous Generator, Incinerator, Recycling Facility, Storage Facility, and Treatment Facility._______Captive Hazardous Waste Operation Sub-Facility Types Boiler or Industrial Furnace: Facility permitted by DEP to burn or process hazardous waste generated onsite, to recover thermal energy, or to accomplish recovery of materials in association with a manufacturing process. Disposal Facility: Facility permitted by DEP to dispose of hazardous waste generated onsite by incineration, or by intentionally placing the waste in or on land or water in specially designed and constructed containment units where the waste will remain after closure of the facility. Hazardous Generator: A site where hazardous waste is first produced. The hazardous waste may be accumulated onsite at this facility for a prescribed limited amount of time (usually between 90 and 270 days) without first obtaining a storage permit from the Department, as long as it is done in accordance with prescribed standards. Incinerator: Facility permitted by DEP to burn or thermally combust hazardous waste generated onsite in an enclosed device using controlled flame. Devices meeting the criteria for classification as a boiler, industrial furnace, carbon regeneration unit, or sludge dryer are not incinerators. Recycling Facility: Facility permitted by DEP to treat hazardous waste generated onsite, making it suitable for upcoming recovery of a usable product or material. Storage Facility: Facility permitted by DEP to hold hazardous waste generated onsite for a temporary period (not to exceed one year). At the end of that period the hazardous waste is treated, disposed of, or stored elsewhere. Facilities accumulating hazardous wastes generated onsite in accordance with prescribed generator accumulation standards for a prescribed limited amount of time (usually between 90 and 270 days) are NOT storage facilities. Treatment Facility: Facility permitted by DEP to change the physical, chemical or biological character or composition of hazardous waste that is generated onsite. The purpose is to neutralize the waste or to render the waste non-hazardous, safer for transport, suitable for recovery, suitable for storage, or reduced in volume.","Pennsylvania Department of Environmental Protection","Pennsylvania Department of Environmental Protection","efacts, waste, hazardous, Captive Hazardous Waste Operation, CAHWO###environment","http://www.pasda.psu.edu/","","","","","","",
"iso19139","9d056fe4-634a-4a32-bc1b-1f6447202f5e","11482","AML Points Feature","This data set portrays the approximate location of Abandoned Mine Land Problem Areas containing public health, safety, and public welfare problems created by past coal mining. It is a subset of data contained in the Office of Surface Mining (OSM) Abandoned Mine Land Inventory. This layer identifies AML Points representing specific locations within an AML Inventory Site, examples include AML discharge.","Pennsylvania Department of Environmental Protection","Pennsylvania Department of Environmental Protection","Coal###Safety###Abandoned Mine Land Inventory###Coal mining###points, point###Reclamation###Mine###Abandoned###Land###mining###Problem Areas###Coal mine related problem###Public health###Inventory###AML###economy###Geoscientific Information###Public Welfare###Mines","http://www.pasda.psu.edu/###http://www.dep.state.pa.us/external_gis/gis_home.htm","Pennsylvania","","","","","",
"iso19139","a9a15123-76c0-409a-9645-5273fd1256e4","15219","Allegheny County - NHI (Natural Heritage Inventory)","The Allegheny County Natural Heritage Inventory identifies and maps Allegheny County's most significant natural areas. The NHI study (Natural Heritage Inventory) investigated plant and animal species and communities that are unique or uncommon in Allegheny County; it also explored areas important for general wildlife habitat, education and scientific study. The inventory does not confer protection on any of the areas listed here.","Allegheny County - Western Pennsylvania Conservancy","Allegheny County Division of Computer Services Geographic Information Systems Group","biota###environment###economy###society","http://www.pasda.psu.edu","Pittsburgh###Western PA###PA###Duquesne###Clairton###Southwest PA###McKeesport###Allegheny County","","","","","",
"iso19139","c3edb13d-2dcb-4907-905b-e023b7d9e01a","11400","Hospitals","Pennsylvania Hospitals that are licensed or approved by the PA Dept. of Health and Public Welfare or part of the Facilities Resource Emergency Database (FRED). Licensed or approved hospitals are those identified from the July 1, 2006 to June 30, 2007 reporting period.","Steve Rosenberry","","health###Hospitals","http://www.pasda.psu.edu","","","","","","",
"iso19139","48a24259-bd0a-4687-9f7c-b6fcfb98a4b1","11068","Class A Wild Trout Streams - points","Class A streams are streams that support a population of wild (natural reproduction) trout of sufficient size and abundance to support a long-term and rewarding sport fishery. The Commission does not stock these streams. This GIS layer respresents points of streams that are designated as such.","Pennsylvania Fish and Boat Commission","","Wild Trout###Class A###Biomass###inlandWaters","http://www.pasda.psu.edu","Pennsylvania","","","","","",
